,Usename,Time,Like_count,Comments,blogger,weight,sentiments,isFan
5825,葵花团管坤子哥长肉的,Thu Mar 12 23:20:02 +0800 2020,0,"""教父我爱""",qnjf,0.0,0.9440355987665174,True
5826,玖喆-802,Thu Mar 12 23:20:02 +0800 2020,0,"""存啦""",qnjf,0.0,0.4677966101694915,True
5827,蔡徐坤的小猫咪802,Thu Mar 12 23:20:12 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5828,宫廷泡菜,Thu Mar 12 23:20:12 +0800 2020,0,"""好快！""",qnjf,0.0,0.6429335818357281,False
5829,雨里跳舞的鱼,Thu Mar 12 23:20:17 +0800 2020,0,"""再看一遍cut""",qnjf,0.0,0.6874242807683874,False
5830,挽秋wanna,Thu Mar 12 23:20:18 +0800 2020,0,"""蔡徐坤。""",qnjf,0.0,0.8020859269935734,False
5831,唐汐儿小阔爱,Thu Mar 12 23:21:30 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5832,蔡菜篮子,Thu Mar 12 23:21:45 +0800 2020,0,"""cut 我来了！""",qnjf,0.0,0.4737672181921908,False
5833,August墨蓝,Wed Mar 18 12:34:24 +0800 2020,0,"""用作品说话的蔡徐坤""",fashion,0.0,0.8952215757684016,False
5834,邺火吾茔,Thu Mar 12 23:10:38 +0800 2020,0,"""哇！好快！码！""",qnjf,0.0,0.586511035266812,False
5835,七月是森女的开始,Thu Mar 12 23:30:07 +0800 2020,0,"""蔡徐坤三个字就是温柔""",qnjf,0.0,0.9233811453673275,False
5836,迷路大花猫,Thu Mar 12 23:05:50 +0800 2020,0,"""我🐴""",qnjf,0.0,0.5,False
5837,蔡先生的小扇子0802,Thu Mar 12 23:03:25 +0800 2020,0,"""#青2青春制作人代表蔡徐坤# 我来了，对温柔没有抵抗力啊#蔡徐坤 打篮球只是我的爱好#""",qnjf,0.0,0.9999080460214388,True
5838,Mong-M,Thu Mar 12 23:03:28 +0800 2020,0,"""蔡代表回来了！女团实在是看不下去 尖叫声劝退 个人cut也是无处安放的魅力啊！""",qnjf,0.0,0.22987884253698854,False
5839,甜甜与坤的故事,Thu Mar 12 23:03:32 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5840,葵1奎ikun,Thu Mar 12 23:03:39 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,False
5841,屋里葵葵啊,Thu Mar 12 23:03:48 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,True
5842,起死回生后渡成了妖,Thu Mar 12 23:03:52 +0800 2020,0,"""啊啊啊啊啊，我的爱，谢谢谢谢，爱cut""",qnjf,0.0,0.9893195626051299,False
5843,奶葵星球kun,Thu Mar 12 23:03:59 +0800 2020,0,"""来了来了""",qnjf,0.0,0.8333333333333333,True
5844,摩卡就是摩卡加点冰,Thu Mar 12 23:04:04 +0800 2020,0,"""我的妈呀，是cut？我来啦！""",qnjf,0.0,0.44767845850986676,False
5845,蔡小葵的淘气鬼啊,Thu Mar 12 23:04:15 +0800 2020,0,"""get一个完整版坤cut💛""",qnjf,0.0,0.766562363212713,True
5846,我和蔡徐坤这辈子锁死了,Thu Mar 12 23:04:20 +0800 2020,0,"""我爱纯享版菜困！！！！""",qnjf,0.0,0.7264002745408212,True
5847,咸蛋超人吃闲饭,Thu Mar 12 23:04:25 +0800 2020,0,"""🐎""",qnjf,0.0,0.5,False
5848,抓住一只小肉葵,Thu Mar 12 23:04:28 +0800 2020,0,"""蹲到了！青你2第一期CUT""",qnjf,0.0,0.5992831221149335,False
5849,南国十六bx,Thu Mar 12 23:04:50 +0800 2020,0,"""太棒了呀""",qnjf,0.0,0.9005911035821151,False
5850,奎那么葵,Thu Mar 12 23:05:01 +0800 2020,0,"""青cut🐴 住！""",qnjf,0.0,0.5836319222983255,False
5851,做一个快乐de追星女孩,Thu Mar 12 23:05:01 +0800 2020,0,"""从今晚开始 我的情敌又变多了""",qnjf,0.0,0.7026973775575777,False
5852,天凉了加件乂,Thu Mar 12 23:05:02 +0800 2020,0,"""来了来了""",qnjf,0.0,0.8333333333333333,False
5853,kun先森的菇凉,Thu Mar 12 23:05:10 +0800 2020,0,"""码""",qnjf,0.0,0.466666666666667,False
5854,KUNDEDOU,Thu Mar 12 23:05:22 +0800 2020,0,"""PD cut 我可以""",qnjf,0.0,0.4737672181921908,True
5855,禁欲的守护神,Wed Mar 18 12:43:03 +0800 2020,0,"""被他圈粉，永远不会太晚""",fashion,0.0,0.4513153783323741,False
5856,坤坤的小猫咪丫,Thu Mar 12 23:05:41 +0800 2020,0,"""看来ikun姐妹们又要增多了""",qnjf,0.0,0.23592787824584704,True
5857,开心是你带来的,Thu Mar 12 23:05:48 +0800 2020,0,"""来了来了""",qnjf,0.0,0.8333333333333333,False
5858,奎葵一生走,Thu Mar 12 23:03:16 +0800 2020,0,"""爱教父！！！！！""",qnjf,0.0,0.8501598100548067,True
5859,葵野星辰·0802,Thu Mar 12 23:03:14 +0800 2020,0,"""cut cut""",qnjf,0.0,0.4737672181921908,True
5860,小枝枝2019,Thu Mar 12 23:03:13 +0800 2020,0,"""蔡徐坤真的很專業很溫柔很紳士， 很有pd的風範""",qnjf,0.0,0.9971605829020239,False
5861,刀疤坤子哥,Thu Mar 12 23:02:20 +0800 2020,0,"""好棒蔡徐坤，看完正片看cut""",qnjf,0.0,0.9853113678463861,True
5862,涐才不会被女孩子欺负,Wed Mar 18 12:43:26 +0800 2020,0,"""""",fashion,0.0,0.5,False
5863,Ccxukunn,Thu Mar 12 23:01:46 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,False
5864,小葵的金色小猫咪0912,Thu Mar 12 23:01:49 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5865,YQIQIGE,Thu Mar 12 23:02:05 +0800 2020,0,"""🐴""",qnjf,0.0,0.5,False
5866,AquLiiiiiiu,Thu Mar 12 23:02:09 +0800 2020,0,"""蔡徐坤蔡徐坤""",qnjf,0.0,0.9480336265684893,False
5867,爱吃绿色的菜,Thu Mar 12 23:02:14 +0800 2020,0,"""明天看""",qnjf,0.0,0.36168435818272926,False
5868,猫痴葵花酒,Thu Mar 12 23:02:14 +0800 2020,0,"""cut我来了""",qnjf,0.0,0.5,True
5869,暗恋八年2班男同学,Thu Mar 12 23:02:17 +0800 2020,0,"""也行 明天再好好看一遍""",qnjf,0.0,0.8152580576026359,False
5870,小廖爱困,Wed Mar 18 12:43:12 +0800 2020,0,"""来了""",fashion,0.0,0.5262327818078083,True
5871,苏苏仙儿,Wed Mar 18 16:54:25 +0800 2020,0,"""//@池困·: 感谢分享 个人博给点热//@蔡徐坤妈妈团LovelyClub: 蔡徐坤 #青2青春制作人代表蔡徐坤#感谢@FashionWeek 的分享， 新的采访视频来啦，🐱们看过来@蔡徐坤""",fashion,0.0,0.9999998958174185,False
5872,清清小葵,Thu Mar 12 23:03:11 +0800 2020,0,"""我太爱今天的蔡学长了""",qnjf,0.0,0.9446159905301682,True
5873,忘记全世界唯独记得CXK,Thu Mar 12 23:02:31 +0800 2020,0,"""#蔡徐坤 打篮球只是我的爱好#  优质偶像啊啊啊啊啊我爱蔡代表！""",qnjf,0.0,0.999809043223104,True
5874,搓澡巾心碎中,Thu Mar 12 23:02:36 +0800 2020,0,"""来马""",qnjf,0.0,0.5340909090909091,False
5875,奶味葵糖,Thu Mar 12 23:02:38 +0800 2020,0,"""马🐴单人cut，速度厉害了""",qnjf,0.0,0.47173056223219867,False
5876,屠龙少年K,Thu Mar 12 23:02:39 +0800 2020,0,"""专业。温暖。让残酷的比赛增添了欢乐气氛！蔡徐坤制作人你太棒啦@蔡徐坤""",qnjf,0.0,0.9999998585805778,False
5877,是我坤哥啊,Thu Mar 12 23:02:44 +0800 2020,0,"""我来了啊啊啊啊啊啊啊""",qnjf,0.0,0.9563024306917736,True
5878,802号机器喵_,Thu Mar 12 23:02:48 +0800 2020,0,"""🐴""",qnjf,0.0,0.5,True
5879,爱吃菜De三也,Thu Mar 12 23:02:55 +0800 2020,0,"""啊啊啊啊啊 教父 你也太棒了吧 等到cut了 蔡PD真的是温柔本身! ! !""",qnjf,0.0,0.9991123925009068,False
5880,蔷薇与虎,Thu Mar 12 23:02:57 +0800 2020,0,"""哇你好快啊""",qnjf,0.0,0.7205558656709633,False
5881,大团几ww,Thu Mar 12 23:03:08 +0800 2020,0,"""蔡PD""",qnjf,0.0,0.8182313426953005,False
5882,苜蓿病毒,Thu Mar 12 23:05:49 +0800 2020,0,"""""",qnjf,0.0,0.5,False
5883,坚强的tina6666,Thu Mar 12 23:05:55 +0800 2020,0,"""//@蔡徐坤同学了解一下: 存一下""",qnjf,0.0,0.918499998992543,False
5884,落雪如烟99,Thu Mar 12 23:10:28 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,False
5885,Sninomin不能再熬夜了,Thu Mar 12 23:05:57 +0800 2020,0,"""@想好好跳舞的镜子 来了""",qnjf,0.0,0.8000876118048612,False
5886,梦43669,Thu Mar 12 23:08:54 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5887,我的人间理想蔡徐坤0802,Thu Mar 12 23:08:56 +0800 2020,0,"""来了""",qnjf,0.0,0.5262327818078083,True
5888,余圈圈最爱Aoi酱,Wed Mar 18 12:41:25 +0800 2020,0,"""时间会证明一切""",fashion,0.0,0.5107249354109945,False
5889,金鱼是哥哥叫的鲸鱼呀,Wed Mar 18 12:40:42 +0800 2020,0,"""""",fashion,0.0,0.5,False
5890,辣妹不许留胡须,Wed Mar 18 12:40:14 +0800 2020,0,"""Time Will Tell""",fashion,0.0,0.13949471482418563,False
5891,一只小沙鸥,Wed Mar 18 12:39:55 +0800 2020,0,"""作品和舞台！""",fashion,0.0,0.786807707115498,False
5892,七月慕葵,Wed Mar 18 12:39:31 +0800 2020,0,"""是啊""",fashion,0.0,0.5262327818078083,False
5893,吕泽涵0101,Wed Mar 18 12:39:03 +0800 2020,0,"""蔡徐坤""",fashion,0.0,0.8182313426953005,False
5894,纸皮糖和k,Thu Mar 12 23:09:14 +0800 2020,0,"""啊啊啊啊啊啊""",qnjf,0.0,0.9563024306917736,False
5895,林小姐超级喜欢蔡先森啦,Thu Mar 12 23:09:23 +0800 2020,0,"""蔡徐坤蔡徐坤蔡徐坤""",qnjf,0.0,0.9866549638949305,False
5896,甜心猫咖Y,Thu Mar 12 23:09:32 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5897,我最喜欢的蔡先生啊,Thu Mar 12 23:09:43 +0800 2020,0,"""我来这得存一下""",qnjf,0.0,0.4677966101694915,True
5898,时间证明一切坤,Wed Mar 18 12:39:02 +0800 2020,0,"""蔡徐坤的作品是舞台""",fashion,0.0,0.9432245137755536,True
5899,葵葵星系,Thu Mar 12 23:09:46 +0800 2020,0,"""好给力哦！""",qnjf,0.0,0.6070326781070209,True
5900,odet2011,Wed Mar 18 12:38:50 +0800 2020,0,"""如果所有的谣言误解都要去一一回应，那么他就没有时间去完成他的作品，让时间去证明吧！""",fashion,0.0,0.9463332324114829,False
5901,落樱k汐,Wed Mar 18 12:38:37 +0800 2020,0,"""#青2青春制作人代表蔡徐坤# 永远寻求突破，永远不懈努力，最终成就闪耀的自己 蔡徐坤一直用作品说话！""",fashion,0.0,0.9999998743717422,False
5902,被坤困住的美妞妈,Wed Mar 18 12:38:30 +0800 2020,0,"""作品就是盔甲，时间会证明一切""",fashion,0.0,0.6980164320746819,True
5903,奎葵籽油KUN,Wed Mar 18 12:37:00 +0800 2020,0,"""你的作品就是舞台蔡徐坤加油""",fashion,0.0,0.9930114140572032,True
5904,能当热干面的布丁,Wed Mar 18 12:34:35 +0800 2020,0,"""坚持梦想""",fashion,0.0,0.8989898989898991,False
5905,小葵喜欢菜团子,Thu Mar 12 23:10:20 +0800 2020,0,"""谢谢教父，爱你哦@蔡徐坤""",qnjf,0.0,0.997565054021851,True
5906,蔡徐坤发微博喂,Thu Mar 12 23:10:21 +0800 2020,0,"""哇～""",qnjf,0.0,0.5,True
5907,梦晴昀静,Thu Mar 12 23:08:54 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5908,努力见坤哥,Thu Mar 12 23:08:52 +0800 2020,0,"""太爱了""",qnjf,0.0,0.583824287094547,True
5909,奶一口小困,Thu Mar 12 23:08:52 +0800 2020,0,"""cutcut""",qnjf,0.0,0.5,True
5910,独立行走好酷呢,Thu Mar 12 23:07:22 +0800 2020,0,"""我百米冲刺赶来""",qnjf,0.0,0.689767759029232,False
5911,米团团呦吼,Thu Mar 12 23:06:16 +0800 2020,0,"""存""",qnjf,0.0,0.4677966101694915,False
5912,葵葵是我的路,Thu Mar 12 23:06:22 +0800 2020,0,"""温柔少年蔡PD，超给力""",qnjf,0.0,0.998593546838012,True
5913,会脸红的派大星,Wed Mar 18 12:42:58 +0800 2020,0,"""转发微博""",fashion,0.0,0.6438907129142762,False
5914,饿饱了_,Thu Mar 12 23:06:50 +0800 2020,0,"""🐴一下""",qnjf,0.0,0.5,False
5915,小坤坤belong蔡奎葵灬,Wed Mar 18 12:42:07 +0800 2020,0,"""舞台就是证明他自己""",fashion,0.0,0.5700816041562344,True
5916,余若朝颜的新家,Thu Mar 12 23:07:04 +0800 2020,0,"""蔡徐坤太棒了！""",qnjf,0.0,0.9706355109568993,False
5917,秃头女孩的春天,Thu Mar 12 23:07:10 +0800 2020,0,"""马一个""",qnjf,0.0,0.5126443734470245,False
5918,意外与目标并肩而行,Thu Mar 12 23:07:11 +0800 2020,0,"""cut我存""",qnjf,0.0,0.44176062723901866,False
5919,葵葵最重要__,Thu Mar 12 23:07:12 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5920,幻碟,Thu Mar 12 23:07:32 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5921,梦呓栀子,Thu Mar 12 23:08:38 +0800 2020,0,"""温柔又细腻，喜欢你真的太幸运@蔡徐坤""",qnjf,0.0,0.9995037383013414,False
5922,是你的挚爱,Thu Mar 12 23:07:34 +0800 2020,0,"""好快速！！""",qnjf,0.0,0.7635885016921974,False
5923,八月的奶味坤,Thu Mar 12 23:07:41 +0800 2020,0,"""我来了""",qnjf,0.0,0.5262327818078083,True
5924,葵宝猫咪,Thu Mar 12 23:07:43 +0800 2020,0,"""青2第一期cut""",qnjf,0.0,0.624221775143807,False
5925,-DLUJIA,Thu Mar 12 23:08:15 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5926,8月2号的迷糊,Thu Mar 12 23:08:17 +0800 2020,0,"""存""",qnjf,0.0,0.4677966101694915,False
5927,蔡徐坤今天发自拍没,Thu Mar 12 23:08:22 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5928,今晚月色很美-K,Thu Mar 12 23:08:25 +0800 2020,0,"""我来啦""",qnjf,0.0,0.5262327818078083,False
5929,小葵喜欢菜团子,Thu Mar 12 23:08:36 +0800 2020,0,"""谢谢教父""",qnjf,0.0,0.8935031229669622,True
5930,大奎小葵蔡,Thu Mar 12 23:08:37 +0800 2020,0,"""马一个""",qnjf,0.0,0.5126443734470245,True
5931,八月恋坤曲,Wed Mar 18 21:28:26 +0800 2020,0,"""作品就是他的盔甲""",fashion,0.0,0.7109477110457205,True
5932,超爱菜菜的K,Thu Mar 12 23:30:10 +0800 2020,0,"""哈哈哈哈哈哈有cut""",qnjf,0.0,0.9724571802078488,True
5933,八月珍藏_蔡徐坤,Fri Mar 13 00:03:43 +0800 2020,0,"""天呐我爱的cut""",qnjf,0.0,0.7005130041822845,True
5934,稀饭pljj,Fri Mar 13 00:01:11 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5935,StoicRoseKun,Thu Mar 12 23:57:34 +0800 2020,0,"""存""",qnjf,0.0,0.4677966101694915,False
5936,鄞昱摹深酉,Thu Mar 12 23:57:44 +0800 2020,0,"""不错 变成路人粉了""",qnjf,0.0,0.8946999602230192,False
5937,叫做小酸的小柠檬船长,Thu Mar 12 23:57:47 +0800 2020,0,"""教父！奥利给！🐂""",qnjf,0.0,0.9711752531474132,False
5938,远月09,Thu Mar 12 23:57:48 +0800 2020,0,"""太好了，收藏起来慢慢看""",qnjf,0.0,0.9264975033221238,False
5939,KUN的小喵咪,Thu Mar 12 23:58:42 +0800 2020,0,"""🐎""",qnjf,0.0,0.5,True
5940,葉蜨,Thu Mar 12 23:58:45 +0800 2020,0,"""🐎""",qnjf,0.0,0.5,False
5941,宛然开心,Thu Mar 12 23:59:17 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5942,值得心动的KUN,Thu Mar 12 23:59:44 +0800 2020,0,"""他是温柔本身啊！""",qnjf,0.0,0.8570642547172838,True
5943,小葵园长l,Thu Mar 12 23:59:54 +0800 2020,0,"""我来了""",qnjf,0.0,0.5262327818078083,True
5944,·一口猪咪·,Thu Mar 12 23:59:56 +0800 2020,0,"""你好快！""",qnjf,0.0,0.6989268836638077,False
5945,胖宝宝猪咪,Thu Mar 12 23:59:58 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5946,跳楞楞的bird,Fri Mar 13 00:00:16 +0800 2020,0,"""@咕叽咕叽wink 嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻嘻""",qnjf,0.0,0.9999999999998066,False
5947,葳蕤廖无星,Fri Mar 13 00:00:32 +0800 2020,0,"""哈哈哈哈""",qnjf,0.0,0.8684210526315791,False
5948,123-疑似情癌,Fri Mar 13 00:00:40 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5949,跳楞楞的bird,Fri Mar 13 00:00:42 +0800 2020,0,"""@A和唐 康康吧 真滴🉑""",qnjf,0.0,0.8525894533269185,False
5950,抢走葵葵的糖,Fri Mar 13 00:00:56 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5951,小萱子er,Fri Mar 13 00:00:58 +0800 2020,0,"""@蔡徐坤 你很好""",qnjf,0.0,0.9280586693228211,False
5952,吧嗒吧嗒坤夫人,Fri Mar 13 00:00:59 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5953,扑进蔡先生怀里的苒,Fri Mar 13 00:01:02 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5954,ikun_小鱼baby,Fri Mar 13 00:01:02 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5955,蔡徐坤的老婆婆婆婆,Fri Mar 13 00:01:04 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5956,啾一口奎奎宝,Thu Mar 12 23:57:32 +0800 2020,0,"""小蔡冲呀""",qnjf,0.0,0.5025370734601784,False
5957,西瓜西瓜大西瓜呦,Thu Mar 12 23:57:23 +0800 2020,0,"""等到""",qnjf,0.0,0.5185185185185182,False
5958,睡到自然醒_kzt,Thu Mar 12 23:57:12 +0800 2020,0,"""就是为了看你@蔡徐坤""",qnjf,0.0,0.9629424245340346,False
5959,暗香残澜ynx,Thu Mar 12 23:54:08 +0800 2020,0,"""存一个""",qnjf,0.0,0.44646119385389293,False
5960,柠檬水加冰泡奶girl,Thu Mar 12 23:50:52 +0800 2020,0,"""蔡代表cut已出""",qnjf,0.0,0.8511241797932888,False
5961,歸暮念葵_,Thu Mar 12 23:52:15 +0800 2020,0,"""好帅""",qnjf,0.0,0.5,False
5962,他喜欢宠物狗,Thu Mar 12 23:52:30 +0800 2020,0,"""收藏了""",qnjf,0.0,0.7341040462427746,False
5963,蔡蔡要吃卷心菜,Wed Mar 18 17:14:07 +0800 2020,0,"""永远寻求突破，永远不懈努力，最终成就闪耀的自己 蔡徐坤一直用作品说话！""",fashion,0.0,0.9999662173482633,True
5964,-爱坤坤的小猫咪,Thu Mar 12 23:52:31 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5965,是我粥粥-,Thu Mar 12 23:52:35 +0800 2020,0,"""太棒了！！！""",qnjf,0.0,0.890784754167046,False
5966,台州市椒江宇豪眼镜厂,Thu Mar 12 23:53:14 +0800 2020,0,"""转发微博""",qnjf,0.0,0.6438907129142762,False
5967,柒子爱小蔡,Thu Mar 12 23:53:34 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5968,Make-an-appointment,Thu Mar 12 23:53:50 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5969,魂与kun,Wed Mar 18 17:10:03 +0800 2020,0,"""作品是他最好的铠甲""",fashion,0.0,0.8334676756007275,False
5970,原动力IKUN,Thu Mar 12 23:57:04 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5971,第一純情,Thu Mar 12 23:54:33 +0800 2020,0,"""""",qnjf,0.0,0.5,False
5972,ikun-菓子,Thu Mar 12 23:55:09 +0800 2020,0,"""""",qnjf,0.0,0.5,False
5973,樱花飞天天,Thu Mar 12 23:55:17 +0800 2020,0,"""🐴马住""",qnjf,0.0,0.37866680838596745,False
5974,笑容给的太多,Thu Mar 12 23:55:47 +0800 2020,0,"""马竹马竹""",qnjf,0.0,0.48951862900613086,False
5975,旺仔牛奶加点冰_,Thu Mar 12 23:55:53 +0800 2020,0,"""舞台超棒崽崽超棒""",qnjf,0.0,0.9999609875689339,False
5976,葵野草莓町,Thu Mar 12 23:56:08 +0800 2020,0,"""小蔡温柔""",qnjf,0.0,0.9597972554553633,False
5977,是年糕小葵,Thu Mar 12 23:56:10 +0800 2020,0,"""收藏！""",qnjf,0.0,0.7131061753220022,True
5978,刘越70626,Thu Mar 12 23:56:35 +0800 2020,0,"""今晚的坤哥超棒""",qnjf,0.0,0.9086828336802947,False
5979,82号芒果冰kun,Thu Mar 12 23:56:40 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5980,豆的跳跳糖,Fri Mar 13 00:01:10 +0800 2020,0,"""。""",qnjf,0.0,0.5,False
5981,13386959919ikun,Fri Mar 13 00:01:13 +0800 2020,0,"""ikun一直在""",qnjf,0.0,0.5,False
5982,菜菜园园长,Thu Mar 12 23:50:32 +0800 2020,0,"""教父厉害了我爱了""",qnjf,0.0,0.8950629251261307,True
5983,蔡奎奎_,Fri Mar 13 00:01:14 +0800 2020,0,"""温柔本身蔡徐坤""",qnjf,0.0,0.9642750772869618,False
5984,寒仔十,Fri Mar 13 00:02:42 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
5985,席从裕,Fri Mar 13 00:02:44 +0800 2020,0,"""我用蔡徐坤形容温柔""",qnjf,0.0,0.9302666931179344,False
5986,0310葵葵,Fri Mar 13 00:02:46 +0800 2020,0,"""哈哈哈""",qnjf,0.0,0.8684210526315791,True
5987,杰瑞葵二宝,Fri Mar 13 00:02:48 +0800 2020,0,"""坤制作人啊""",qnjf,0.0,0.7297953905324696,False
5988,关于原尤子,Fri Mar 13 00:02:48 +0800 2020,0,"""呜呜呜呜之前年少无知 黑蔡徐坤 但是现在看了青2真的好温柔  呜呜呜   我觉得我当时怎么会骂一个怎么温柔的人 而且那段时间粉丝也是很艰难一直在陪他吧""",qnjf,0.0,0.9999868357812041,False
5989,林沁爱坤哥,Fri Mar 13 00:02:49 +0800 2020,0,"""他很好""",qnjf,0.0,0.7795229979671993,True
5990,0802颗小青菜,Fri Mar 13 00:02:55 +0800 2020,0,"""cut我来了""",qnjf,0.0,0.5,True
5991,听歌的cat,Wed Mar 18 17:08:54 +0800 2020,0,"""你的作品就是舞台""",fashion,0.0,0.8038947591273665,False
5992,滚滚吹泡泡,Fri Mar 13 00:03:02 +0800 2020,0,"""努力了！""",qnjf,0.0,0.6102486850136365,False
5993,菜困的颖萱,Fri Mar 13 00:03:02 +0800 2020,0,"""蔡徐坤冲冲冲""",qnjf,0.0,0.8020859269935734,True
5994,K·奶葵幼恩,Fri Mar 13 00:03:03 +0800 2020,0,"""啊啊啊啊啊cut""",qnjf,0.0,0.8794433566334721,True
5995,从此以后-悲歌一首,Fri Mar 13 00:03:03 +0800 2020,0,"""呜呜呜呜呜呜呜呜呜""",qnjf,0.0,0.5262327818078083,False
5996,小葵饿了叭,Fri Mar 13 00:03:05 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5997,小葵是理想,Fri Mar 13 00:03:16 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
5998,菜困的颖萱,Fri Mar 13 00:03:21 +0800 2020,0,"""单人cut我又可以了""",qnjf,0.0,0.4077459065930509,True
5999,小困不打烊,Fri Mar 13 00:03:23 +0800 2020,0,"""他真的是温柔本身""",qnjf,0.0,0.9040539358429126,True
6000,坤子叔的小猫咪,Fri Mar 13 00:03:25 +0800 2020,0,"""太温柔了吧""",qnjf,0.0,0.7124120042692302,True
6001,小月不饿,Fri Mar 13 00:03:31 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
6002,第1314个IKUN,Fri Mar 13 00:03:34 +0800 2020,0,"""也太温柔了吧""",qnjf,0.0,0.7124120042692302,True
6003,找到小蔡了,Fri Mar 13 00:03:36 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
6004,浣熊炼乳,Fri Mar 13 00:03:40 +0800 2020,0,"""一起去看春暖花开""",qnjf,0.0,0.8795408133075362,False
6005,今天你打榜了嘛233,Fri Mar 13 00:02:38 +0800 2020,0,"""冲冲冲""",qnjf,0.0,0.5,False
6006,老蔡的保温杯,Fri Mar 13 00:02:33 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
6007,屋里胜利恰累,Fri Mar 13 00:02:32 +0800 2020,0,"""马🐴""",qnjf,0.0,0.5078863382728062,False
6008,小赵不爱喝水,Fri Mar 13 00:01:47 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,False
6009,蔡徐坤老婆13149421,Fri Mar 13 00:01:14 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
6010,十九耶耶,Fri Mar 13 00:01:24 +0800 2020,0,"""❤️""",qnjf,0.0,0.5,False
6011,想撞进蔡先生的怀里,Fri Mar 13 00:01:27 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
6012,小小小葵奎,Fri Mar 13 00:01:33 +0800 2020,0,"""好好收藏""",qnjf,0.0,0.7659795084476618,True
6013,AKA_碎碎念,Fri Mar 13 00:01:39 +0800 2020,0,"""cut""",qnjf,0.0,0.5,False
6014,收下一朵小fafa,Fri Mar 13 00:01:41 +0800 2020,0,"""粉了""",qnjf,0.0,0.7499999999999999,False
6015,与徐坤坠入爱河,Fri Mar 13 00:01:43 +0800 2020,0,"""温柔坤子哥""",qnjf,0.0,0.8097170892370875,True
6016,0802號奶葵小星球,Fri Mar 13 00:01:45 +0800 2020,0,"""蔡徐坤""",qnjf,0.0,0.8182313426953005,True
6017,抱着NPC的女孩呀,Fri Mar 13 00:01:46 +0800 2020,0,"""我们的坤制作人""",qnjf,0.0,0.7297953905324696,False
6018,小蔡同学kk,Fri Mar 13 00:01:53 +0800 2020,0,"""蔡徐坤我爱蔡PD!""",qnjf,0.0,0.9799320383351543,True
6019,榜一K不是说说而已,Fri Mar 13 00:02:30 +0800 2020,0,"""喜欢😍""",qnjf,0.0,0.6769293492516186,False
6020,一起去看初雪吧lalala,Fri Mar 13 00:01:59 +0800 2020,0,"""蔡徐坤我🉑！""",qnjf,0.0,0.8020859269935734,False
